"mun_id","mun_nom","pob_tot","sup_km2","mun_loc_tot","reg","dist","pob_18_44","pea_tot","pea_ocup","pea_ocup_inf","pct_pea","pct_ocup_pea","pct_ocup_inf","loc_princ_1","loc_princ_2","loc_princ_3","sec_princ","ue_sec_tot","ue_mun_tot","pymes_tot","prod_princ_1","vol_gan_1","prod_princ_2","vol_gan_2","prod_princ_3","vol_gan_3","cult_princ_1","vol_agri_1","cult_princ_2","vol_agri_2","cult_princ_3","vol_agri_3","viv_tot","viv_sin_agua","pct_viv_sin_agua","viv_sin_pc","pct_viv_sin_pc","viv_sin_dren","pct_viv_sin_dren","viv_sin_luz","pct_viv_sin_luz","viv_sin_int","pct_viv_sin_int","esc_ms_23_24","alum_ms_23_24","esc_sup_23_24","alum_sup_23_24","caren_salud","caren_seg_soc","acceso_alim","rez_educ","pobreza_multi","pobreza_ext","pobreza_mod","vul_caren_soc","vul_ing","no_pob_no_vul","afiliacion_salud","rama_princ_1","artesanos_tot_1","rama_princ_2","artesanos_tot_2","rama_princ_3","artesanos_tot_3","artesanos_tot_mun","vacb","total_ingresos","pct_de_18"
"148",San Francisco Ozolotepec,2182,"49.5",3,Sierra Sur,Miahuatlán,768,803,796,765,58.12,99.13,96.07,San Francisco Ozolotepec,San Juan Guivini,San José Ozolotepec,Comercio al por menor,21,35,1,Miel de Abeja,"33.68",Ganado en pie de Ovino,"07.33",Carne de Ovino,"03.75",Maíz grano,"416.6",Aguacate,"176.6",Café cereza,"165.8",501,27,5.39,487,97.21,263,52.50,30.0,5.99,463,92.42,1.0,76.0,0.0,0.0,442,1554,465,718,1969,723,1246,168,42,4,1734,,,,,,,,1.357,6.256,35.20
"149",San Francisco Sola,2019,"107",8,Sierra Sur,Sola de vega,741,814,806,801,59.45,98.96,99.43,San Francisco Sola,Shilegua,Quialelá,Comercio al por menor,34,83,4,Leche de Bovino,"78.89",Ganado en pie de Bovino,"34.70",Carne de Bovino,"17.68",Alfalfa verde,"2,125",Agave,"686.9",Maíz grano,"501.1",518,21,4.05,437,84.36,140,27.03,15.0,2.9,461,89.00,0.0,0.0,0.0,0.0,814,1767,434,878,1503,645,858,472,6,39,1182,,,,,,,,4.833,14.678,36.70
"150",San Francisco Telixtlahuaca,13856,"193",17,Valles Centrales,Etla,5776,6220,6103,4772,62.3,98.12,78.18,San Francisco Telixtlahuaca,San Sebastián Sedas,San Isidro Ojo de Agua,Comercio al por menor,430,842,19,Leche de Bovino,"388.7",Ganado en pie de Bovino,"115.9",Carne de Bovino,"60.49",Alfalfa verde,"604.9",Tomate rojo (jitomate),"595.5",Maíz grano,"462.1",3387,270,7.97,2661,78.57,303,8.95,55.0,1.62,2557,75.49,1.0,362.0,0.0,0.0,4375,8465,1978,1612,7389,1717,5672,2135,817,1374,9918,,,,,,,,63.825,311.449,41.69
"151",San Francisco Teopan,312,"86.3",4,Mixteca,Coixtlahuaca,88,132,131,117,54.41,99.33,89.23,San Francisco Teopan,Llano Grande,El Calvario,Industria manufacturera,41,54,1,Ganado en pie de Bovino,"72.67",Carne de Bovino,"38.14",Ganado en pie de Caprino,"17.96",Maíz grano,"53.50",Trigo grano,"39.93",Frijol,"05.19",101,0,0.00,99,98.02,3,2.97,2.0,1.98,97,96.04,0.0,0.0,0.0,0.0,17,247,233,115,310,138,172,0,2,0,294,,,,,,,,2.09,3.727,28.21
"152",San Francisco Tlapancingo,2472,"99.6",6,Mixteca,Silacayoápam,833,967,953,872,59.99,98.58,91.43,San Francisco Tlapancingo,Guadalupe Nogales,San Marcos Natividad,Comercio al por menor,47,83,1,Ganado en pie de Bovino,"60.47",Ganado en pie de Porcino,"45.01",Carne de Porcino,"34.18",Maíz grano,"229.7",Tomate rojo (jitomate),"33.80",,,518,179,34.56,492,94.98,138,26.64,18.0,3.47,461,89.00,1.0,66.0,0.0,0.0,243,2202,1452,1150,2310,1402,907,153,7,3,2220,,,,,,,,2.62,10.877,33.70
"153",San Gabriel Mixtepec,4910,"178.4",26,Costa,Juquila,1909,2034,2005,1704,61.07,98.58,84.97,San Gabriel Mixtepec,Santa María,San Isidro el Cuil,Comercio al por menor,132,332,8,Leche de Bovino,"789.7",Miel de Abeja,"354.1",Ganado en pie de Bovino,"291.0",Pastos y praderas,"14,00",Maíz grano,"995.7",Café cereza,"618.6",1272,24,1.89,1065,83.73,97,7.63,22.0,1.73,1046,82.23,2.0,248.0,0.0,0.0,575,4074,695,1442,3707,952,2755,912,67,225,4313,,,,,,,,32.77,85.047,38.88
"154",San Ildefonso Amatlán,2329,"61.1",7,Sierra Sur,Miahuatlán,826,968,959,946,59.43,99.02,98.65,San Ildefonso Amatlán,Yojuela,La Reforma,Comercio al por menor,14,31,2,Ganado en pie de Caprino,"12.55",Leche de Bovino,"07.30",Ganado en pie de Ovino,"07.13",Maíz grano,"805.5",Ajo,"112.0",Cebolla,"87.06",668,18,2.69,645,96.56,382,57.19,16.0,2.4,570,85.33,0.0,0.0,0.0,0.0,392,2011,592,863,2073,715,1358,256,0,1,1934,Alfareria y Ceramica,1,,,,,1,3.013,9.784,35.47
"155",San Ildefonso Sola,1060,"38.7",12,Sierra Sur,Sola de vega,383,451,445,370,61.85,98.46,83.26,San Ildefonso Sola,San Ildefonso Viejo,Barrio Zaniza,Industria manufacturera,8,38,5,Leche de Bovino,"73.26",Ganado en pie de Bovino,"24.41",Carne de Bovino,"12.93",Alfalfa verde,"1,340",Maíz grano,"384.5",Agave,"210.4",259,44,16.99,242,93.44,156,60.23,18.0,6.95,245,94.59,0.0,0.0,0.0,0.0,537,949,301,368,922,516,406,127,2,9,521,,,,,,,,1.313,4.525,36.13
"156",San Ildefonso Villa Alta,3677,"93.9",8,Sierra Norte,Villa alta,1420,1666,1636,1354,59.54,98.22,82.74,San Ildefonso Villa Alta,San Juan Yalahui,San Juan Tagui,Comercio al por menor,69,208,7,Ganado en pie de Porcino,"128.7",Carne de Porcino,"97.22",Ganado en pie de Bovino,"23.08",Maíz grano,"1,074",Café cereza,"632.6",Caña de azúcar piloncillo,"257.9",1097,6,0.55,927,84.50,66,6.02,7.0,0.64,854,77.85,1.0,82.0,0.0,0.0,1431,1970,687,1261,2111,484,1627,919,283,367,2230,,,,,,,,14.882,48.03,38.62
"157",San Jacinto Amilpas,16827,"4.2",1,Valles Centrales,Centro,7370,8085,7979,5246,62.98,98.7,65.74,San Jacinto Amilpas,,,Comercio al por menor,363,1049,63,Leche de Bovino,"83.44",Ganado en pie de Bovino,"15.95",Carne de Bovino,"08.25",Alfalfa verde,"170.6",Tomate rojo (jitomate),"160.6",Maíz grano,"24.13",4776,58,1.21,1996,41.79,21,0.44,9.0,0.19,1389,29.08,3.0,1087.0,2.0,47.0,8359,10144,2726,1358,4108,540,3568,7758,511,5658,11179,Textiles,7,Fibras Vegetales,6,Materiales Diversos,2,18,407.521,1652.403,43.80
"158",San Jacinto Tlacotepec,2233,"63.6",10,Sierra Sur,Sola de vega,775,914,905,905,58.81,99.0,100.0,Cuajinicuil,San Jacinto Tlacotepec,El Venado,Comercio al por menor,42,75,2,Leche de Bovino,"294.6",Ganado en pie de Bovino,"121.6",Ganado en pie de Porcino,"93.20",Maíz grano,"1,000",Tomate rojo (jitomate),"350.9",Frijol,"47.78",596,27,4.53,551,92.45,220,36.91,14.0,2.35,476,79.87,1.0,75.0,0.0,0.0,131,1984,568,835,1775,520,1255,435,9,15,2100,,,,,,,,6.43,22.85,34.71
"159",San Jerónimo Coatlán,5537,"583.7",31,Sierra Sur,Miahuatlán,2096,2217,2201,2167,60.37,99.28,98.43,San Cristóbal Honduras,San Jerónimo Coatlán,Las Palmas,Comercio al por menor,21,51,4,Leche de Bovino,"441.0",Ganado en pie de Bovino,"147.9",Ganado en pie de Porcino,"114.3",Maíz grano,"1,866",Café cereza,"1,200",Agave,"798.6",1262,47,3.72,1185,93.90,620,49.13,83.0,6.58,1142,90.49,1.0,48.0,0.0,0.0,863,5061,1381,1642,5063,2357,2706,440,18,19,4670,,,,,,,,4.472,9.336,37.85
"160",San Jerónimo Silacayoapilla,1429,"58.5",3,Mixteca,Huajuapan,545,637,628,556,60.73,98.57,88.47,San Jerónimo Silacayoapilla,El Sabino,Tejaltitlán,Comercio al por menor,33,91,1,Ganado en pie de Bovino,"32.41",Ganado en pie de Porcino,"23.24",Carne de Porcino,"17.60",Maíz grano,"92.45",Tomate rojo (jitomate),"10.40",Frijol,"07.84",451,27,5.99,431,95.57,68,15.08,6.0,1.33,387,85.81,0.0,0.0,0.0,0.0,306,1079,256,526,941,156,786,401,36,52,1120,Alfareria y Ceramica,1,,,,,1,3.817,11.244,38.14
"161",San Jerónimo Sosola,2730,"220.1",34,Valles Centrales,Etla,971,1210,1210,1126,58.46,99.95,93.07,San Mateo Sosola,Santa Lucía Sosola,Cruz de Piedra,Industria manufacturera,16,33,1,Leche de Bovino,"306.4",Ganado en pie de Bovino,"105.6",Carne de Bovino,"55.59",Maíz grano,"912.0",Tomate rojo (jitomate),"347.4",Agave,"73.72",812,147,18.10,756,93.10,287,35.34,28.0,3.45,673,82.88,1.0,50.0,0.0,0.0,720,2125,379,619,2224,545,1679,425,45,37,1997,Fibras Vegetales,2,,,,,2,2.632,1.831,35.57
"162",San Jerónimo Taviche,2046,"72.7",12,Valles Centrales,Ocotlán,839,886,876,800,62.91,98.84,91.31,San Jerónimo Taviche,Pozo de la Canela,Guegonivalle,Comercio al por menor,46,87,1,Leche de Bovino,"97.94",Ganado en pie de Bovino,"39.46",Carne de Bovino,"20.18",Tomate rojo (jitomate),"617.8",Maíz grano,"291.0",Agave,"34.83",491,166,33.81,481,97.96,134,27.29,17.0,3.46,448,91.24,1.0,45.0,0.0,0.0,519,1872,568,545,1884,931,953,157,4,2,1525,Madera Tallada,1,,,,,1,2.841,9.414,41.01
"163",San Jerónimo Tecóatl,1577,"17.8",5,Cañada,Teotitlán,511,601,596,568,55.32,99.05,95.33,San Jerónimo Tecóatl,Los Naranjos,Plan de Guadalupe,Comercio al por menor,48,105,2,Ganado en pie de Ave,"118.7",Carne de Ave,"89.25",Miel de Abeja,"24.96",Maíz grano,"273.4",Café cereza,"263.2",Durazno,"114.1",453,27,5.96,409,90.29,171,37.75,6.0,1.32,397,87.64,0.0,0.0,0.0,0.0,352,1253,520,583,1380,743,637,145,18,35,1205,Textiles,1,,,,,1,5.147,15.396,32.40
"550",San Jerónimo Tlacochahuaya,5764,"36.7",16,Valles Centrales,Tlacolula,2238,2672,2619,1995,60.38,98.01,76.17,Macuilxóchitl de Artigas Carranza,San Jerónimo Tlacochahuaya,Cuestasi [Paraje],Industria manufacturera,216,452,11,Leche de Bovino,"163.9",Ganado en pie de Porcino,"149.7",Carne de Porcino,"110.2",Alfalfa verde,"3,520",Maíz grano,"616.9",Ajo,"418.7",1563,175,11.20,1185,75.82,552,35.32,32.0,2.05,925,59.18,0.0,0.0,1.0,288.0,1871,3795,783,1166,3164,661,2503,1672,202,729,3627,Textiles,4,Orfebreria,1,Plumaria,1,6,20.477,71.069,38.83
"164",San Jorge Nuchita,2881,"55.8",3,Mixteca,Huajuapan,1005,1219,1204,1158,59.57,98.71,96.25,San Jorge Nuchita,Guadalupe de Morelos,San Miguel Allende,Comercio al por menor,62,98,3,Ganado en pie de Bovino,"63.77",Ganado en pie de Porcino,"36.96",Carne de Bovino,"33.35",Maíz grano,"813.8",Zempoalxochitl,"25.39",Tomate rojo (jitomate),"09.55",775,34,4.39,750,96.77,43,5.55,11.0,1.42,757,97.68,0.0,0.0,0.0,0.0,883,2354,1527,1315,2545,1201,1344,308,17,13,1995,,,,,,,,8.528,26.519,34.88
"165",San José Ayuquila,1629,"21.8",4,Mixteca,Huajuapan,549,657,650,632,58.18,98.91,97.19,San José Ayuquila,San Rafael,El Centenario,Industria manufacturera,63,129,4,Ganado en pie de Bovino,"47.29",Leche de Bovino,"33.67",Ganado en pie de Porcino,"27.21",Maíz grano,"274.8",Tomate rojo (jitomate),"48.40",Pitaya,"09.12",458,11,2.40,429,93.67,77,16.81,8.0,1.75,423,92.36,1.0,317.0,0.0,0.0,195,1048,484,504,1312,353,959,230,47,40,1433,,,,,,,,6.409,15.025,33.70
"166",San José Chiltepec,11310,"193.1",37,Papaloapan,Tuxtepec,4302,4955,4874,4148,59.05,98.38,85.1,San José Chiltepec,Arroyo Choápam,Pueblo Viejo,Comercio al por menor,141,333,5,Ganado en pie de Bovino,"1,363",Carne de Bovino,"753.6",Ganado en pie de Porcino,"675.2",Pastos y praderas,"1,044",Caña de azúcar,"115,1",Maíz grano,"4,802",3081,96,3.12,2751,89.29,652,21.16,51.0,1.66,2727,88.51,2.0,235.0,0.0,0.0,5332,8990,6146,2973,7221,2247,4974,4393,169,642,8654,Textiles,50,Madera Tallada,4,Fibras Vegetales,3,58,38.257,144.04,38.04
"167",San José del Peñasco,2149,"28.5",6,Sierra Sur,Miahuatlán,868,900,889,821,61.23,98.78,92.34,San José del Peñasco,El Tabaje,El Yagalán,Industria manufacturera,24,59,6,Leche de Bovino,"100.9",Ganado en pie de Bovino,"28.22",Ganado en pie de Porcino,"20.43",Maíz grano,"1,093",Agave,"976.3",Tomate rojo (jitomate),"307.7",560,100,17.86,542,96.79,378,67.50,17.0,3.04,402,71.79,1.0,44.0,0.0,0.0,398,1842,193,722,1649,418,1231,500,1,1,1749,,,,,,,,1.741,3.439,40.39
"072",San José del Progreso,8059,"108.4",16,Valles Centrales,Ocotlán,3293,3521,3442,2351,62.88,97.77,68.29,San José del Progreso,San José la Garzona,Maguey Largo,Comercio al por menor,104,213,8,Leche de Bovino,"556.8",Ganado en pie de Bovino,"145.9",Carne de Bovino,"76.88",Maíz grano,"1,690",Tomate rojo (jitomate),"848.6",Alfalfa verde,"420.2",2099,595,28.35,1896,90.33,1183,56.36,26.0,1.24,1595,75.99,0.0,0.0,0.0,0.0,1586,6464,2215,2484,6392,2182,4210,1348,125,197,6381,Textiles,51,,,,,51,812.814,1548.067,40.86
"168",San José Estancia Grande,938,"65.9",4,Costa,Jamiltepec,290,333,332,332,52.8,99.88,100.0,San José Estancia Grande,El Mirador,Alto el Pozo,Comercio al por menor,31,64,2,Ganado en pie de Bovino,"356.1",Leche de Bovino,"241.2",Carne de Bovino,"188.9",Pastos y praderas,"14,02",Maíz grano,"345.7",,,272,6,2.21,252,92.65,34,12.50,20.0,7.35,197,72.43,1.0,56.0,0.0,0.0,236,769,443,307,577,167,410,340,5,16,704,,,,,,,,3.557,9.202,30.92
"169",San José Independencia,4251,"53.9",11,Papaloapan,Tuxtepec,1249,1532,1520,1508,55.38,99.24,99.22,Cerro Clarín,Buenos Aires,San José Independencia,"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",87,169,1,Ganado en pie de Bovino,"110.5",Ganado en pie de Porcino,"97.80",Carne de Porcino,"72.70",Maíz grano,"415.5",Café cereza,"184.8",Frijol,"21.00",1166,521,44.68,1130,96.91,899,77.10,70.0,6.0,1122,96.23,2.0,114.0,0.0,0.0,1067,3595,1991,1711,3884,2379,1505,362,4,3,3169,,,,,,,,4.004,15.327,29.38
"170",San José Lachiguiri,3700,"77.5",10,Sierra Sur,Miahuatlán,1487,1658,1635,1459,60.94,98.57,89.25,San José Lachiguiri,Santa María Lachivigoza,Nizagoche,Industria manufacturera,158,240,6,Leche de Bovino,"31.82",Ganado en pie de Bovino,"10.25",Ganado en pie de Porcino,"08.61",Agave,"1,854",Maíz grano,"266.0",Tomate rojo (jitomate),"34.16",894,424,47.43,823,92.06,690,77.18,43.0,4.81,766,85.68,1.0,129.0,0.0,0.0,342,2858,1524,1508,3569,1988,1581,126,2,5,3357,,,,,,,,7.104,16.47,40.19
"171",San José Tenango,18102,"257.9",141,Cañada,Teotitlán,5456,6656,6596,6520,56.63,99.11,98.84,San José Tenango,Cerro Palmera,Aguacatitla,Comercio al por menor,147,285,3,Ganado en pie de Ave,"318.6",Ganado en pie de Porcino,"268.3",Carne de Ave,"239.7",Maíz grano,"4,546",Café cereza,"2,950",Frijol,"59.76",4833,3286,67.99,4620,95.59,3040,62.90,570.0,11.79,4420,91.45,3.0,394.0,0.0,0.0,3808,14783,9043,8294,17488,13320,4168,519,49,54,14187,Textiles,3,,,,,3,11.888,44.595,30.14
"172",San Juan Achiutla,408,"35.6",10,Mixteca,Tlaxiaco,119,194,191,143,55.73,98.27,74.95,San Juan Achiutla,Barrio Dolores,Barrio de Guadalupe,Comercio al por menor,11,29,1,Ganado en pie de Bovino,"11.01",Leche de Bovino,"09.04",Carne de Bovino,"05.57",Maíz grano,"207.4",Aguacate,"49.38",Frijol,"24.49",144,2,1.39,119,82.64,33,22.92,2.0,1.39,123,85.42,1.0,45.0,0.0,0.0,61,250,58,89,308,63,245,54,25,21,344,,,,,,,,3.676,3.473,29.17
"173",San Juan Atepec,1457,"134.2",4,Sierra Norte,Ixtlán de juárez,451,620,612,560,55.37,98.84,91.43,San Juan Atepec,Ampliación Barrio de San Miguel,Barrio Candelaria Sección Segunda,Comercio al por menor,53,87,5,Ganado en pie de Porcino,"32.52",Ganado en pie de Bovino,"32.48",Carne de Porcino,"24.41",Maíz grano,"186.2",Trigo grano,"62.57",Frijol,"15.30",480,7,1.46,443,92.29,43,8.96,2.0,0.42,384,80.00,1.0,53.0,0.0,0.0,91,1156,141,301,1217,221,996,144,59,38,1366,,,,,,,,4.506,12.414,30.95
"175",San Juan Bautista Atatlahuca,1424,"421.6",4,Valles Centrales,Etla,449,598,592,592,56.04,99.05,100.0,San Juan Bautista Atatlahuca,El Porvenir,Zoquiápam Boca de los Ríos,Comercio al por menor,15,51,3,Leche de Bovino,"151.4",Ganado en pie de Bovino,"50.64",Carne de Bovino,"25.76",Maíz grano,"591.3",Alfalfa verde,"457.6",Caña de azúcar fruta,"39.12",394,3,0.76,376,95.43,167,42.39,9.0,2.28,343,87.06,1.0,32.0,0.0,0.0,144,1216,157,447,1289,400,889,113,12,11,1270,,,,,,,,1.969,6.276,31.53
"176",San Juan Bautista Coixtlahuaca,2725,"286.2",28,Mixteca,Coixtlahuaca,800,1092,1081,999,54.48,99.04,92.38,San Juan Bautista Coixtlahuaca,Estancia,Río Blanco,Comercio al por menor,56,152,3,Ganado en pie de Bovino,"112.2",Carne de Bovino,"59.93",Ganado en pie de Caprino,"45.86",Trigo grano,"351.0",Maíz grano,"192.7",Frijol,"25.05",835,211,25.27,766,91.74,243,29.10,48.0,5.75,649,77.72,1.0,94.0,0.0,0.0,616,1986,510,618,2156,609,1547,389,70,111,2022,Fibras Vegetales,8,,,,,8,10.438,45.197,29.36
"177",San Juan Bautista Cuicatlán,10365,"496.4",30,Cañada,Cuicatlán,3663,4520,4430,3365,59.55,98.01,75.95,San Juan Bautista Cuicatlán,San Pedro Chicozapotes,San Francisco Tutepetongo,Comercio al por menor,195,499,26,Ganado en pie de Ave,"136.9",Leche de Bovino,"134.0",Carne de Ave,"102.2",Mango,"2,553",Limón,"2,339",Maíz grano,"1,433",3101,52,1.68,2707,87.29,427,13.77,31.0,1.0,2664,85.91,2.0,372.0,0.0,0.0,2787,6601,2007,2247,5604,1727,3877,2092,166,558,8210,Fibras Vegetales,14,,,,,14,97.446,343.037,35.34
"178",San Juan Bautista Guelache,6692,"52.1",9,Valles Centrales,Etla,2741,3136,3064,2186,62.44,97.68,71.35,San Miguel [Fraccionamiento],San Miguel Etla,San Juan Bautista Guelache,Comercio al por menor,18,43,3,Leche de Bovino,"146.7",Ganado en pie de Bovino,"44.41",Carne de Bovino,"23.23",Alfalfa verde,"1,100",Maíz grano,"177.9",Agave,"144.8",1787,202,11.30,1087,60.83,97,5.43,9.0,0.5,937,52.43,0.0,0.0,1.0,66.0,2395,3981,1238,933,2603,557,2046,2619,210,1263,4165,,,,,,,,35.865,181.844,40.96
"179",San Juan Bautista Jayacatlán,1447,"114.4",1,Valles Centrales,Etla,455,614,606,551,58.3,98.61,90.93,San Juan Bautista Jayacatlán,El Nanchal,,Comercio al por menor,44,90,7,Leche de Bovino,"94.29",Ganado en pie de Bovino,"39.60",Carne de Bovino,"20.64",Maíz grano,"437.4",Alfalfa verde,"387.5",Caña de azúcar fruta,"57.12",409,5,1.22,381,93.15,27,6.60,7.0,1.71,291,71.15,1.0,58.0,0.0,0.0,265,1192,138,448,1261,383,878,159,14,14,1181,,,,,,,,4.152,12.508,31.44
"180",San Juan Bautista Lo de Soto,2344,"72.1",3,Costa,Jamiltepec,720,960,945,771,57.02,98.44,81.67,San Juan Bautista Lo de Soto,San Pedro Orizaba,Los Leyva [Rancho],Comercio al por menor,56,99,4,Ganado en pie de Bovino,"814.4",Leche de Bovino,"499.1",Carne de Bovino,"442.7",Pastos y praderas,"15,25",Papaya,"1,374",Maíz grano,"599.8",742,16,2.16,667,89.89,81,10.92,12.0,1.62,645,86.93,1.0,131.0,0.0,0.0,704,1809,934,586,1214,271,943,990,12,130,1643,,,,,,,,6.387,22.487,30.72
"181",San Juan Bautista Suchitepec,453,"93.3",5,Mixteca,Huajuapan,144,188,187,187,52.12,99.7,100.0,San Juan Bautista Suchitepec,Guadalupe Cuautepec,Barrio del Carmen,Comercio al por menor,8,30,2,Ganado en pie de Bovino,"24.35",Ganado en pie de Porcino,"20.70",Carne de Porcino,"15.58",Maíz grano,"124.5",Alfalfa verde,"72.30",Calabacita,"39.00",161,3,1.86,149,92.55,24,14.91,4.0,2.48,156,96.89,0.0,0.0,0.0,0.0,53,301,42,170,353,77,276,71,19,9,398,,,,,,,,1.709,2.756,31.79
"183",San Juan Bautista Tlachichilco,1475,"88.7",6,Mixteca,Silacayoápam,501,575,569,569,57.07,98.95,100.0,San Juan Bautista Tlachichilco,Santiago Guadalupe,Santa Bárbara Huacapa,Industria manufacturera,32,71,1,Ganado en pie de Bovino,"56.03",Carne de Bovino,"29.08",Ganado en pie de Porcino,"24.12",Maíz grano,"304.3",Tomate rojo (jitomate),"09.40",Frijol,"01.45",373,40,10.72,348,93.30,32,8.58,2.0,0.54,348,93.30,1.0,36.0,0.0,0.0,394,1274,519,515,1244,435,809,220,7,6,1078,,,,,,,,2.374,5.759,33.97
"182",San Juan Bautista Tlacoatzintepec,2181,"50.1",9,Cañada,Cuicatlán,574,788,774,638,54.12,98.26,82.44,San Juan Bautista Tlacoatzintepec,San Pedro la Alianza,San Esteban Tectitlán,Industria manufacturera,44,83,1,Ganado en pie de Ave,"59.90",Carne de Ave,"44.84",Leche de Bovino,"15.90",Maíz grano,"955.9",Café cereza,"525.3",Frijol,"08.17",546,73,13.37,520,95.24,527,96.52,10.0,1.83,536,98.17,1.0,76.0,0.0,0.0,447,1726,954,748,2035,966,1069,134,8,5,1730,Textiles,50,,,,,50,2.162,6.41,26.32
"184",San Juan Bautista Tuxtepec,159452,"877",216,Papaloapan,Tuxtepec,62035,71067,69521,46761,60.11,97.82,67.26,San Juan Bautista Tuxtepec,San Bartolo,Benemérito Juárez,Comercio al por menor,3269,8790,433,Ganado en pie de Bovino,"3,678",Leche de Bovino,"2,904",Carne de Bovino,"2,044",Pastos y praderas,"1,730",Caña de azúcar,"1,042",Piña,"48,19",47017,2811,5.98,34767,73.95,2092,4.45,454.0,0.97,27698,58.91,21.0,6816.0,14.0,7216.0,95790,109749,58026,38852,88828,29910,58918,44990,8777,23852,105962,Textiles,20,Fibras Vegetales,2,Madera Tallada,1,25,8068.596,28100.354,38.91
"559",San Juan Bautista Valle Nacional,23067,"684.4",77,Papaloapan,Tuxtepec,8324,9763,9661,8749,58.33,98.96,90.56,San Juan Bautista Valle Nacional,Cerro Armadillo Grande,Santa Fe y la Mar,Comercio al por menor,276,640,23,Ganado en pie de Bovino,"1,704",Ganado en pie de Porcino,"1,518",Carne de Porcino,"1,187",Pastos y praderas,"534,2",Maíz grano,"24,95",Café cereza,"4,893",5948,556,9.35,5327,89.56,847,14.24,90.0,1.51,4545,76.41,5.0,694.0,0.0,0.0,5136,17542,7937,5358,15988,4903,11085,3677,361,629,19092,Textiles,151,Fibras Vegetales,1,,,152,105.379,393.594,36.09
"185",San Juan Cacahuatepec,8939,"202.6",10,Costa,Jamiltepec,3380,3840,3769,2939,60.32,98.15,77.97,San Juan Cacahuatepec,San Antonio Ocotlán,Buenavista,Comercio al por menor,192,386,10,Ganado en pie de Bovino,"829.3",Leche de Bovino,"625.9",Carne de Bovino,"452.9",Pastos y praderas,"13,18",Maíz grano,"2,261",Mango,"142.1",2388,232,9.72,2027,84.88,226,9.46,38.0,1.59,1900,79.56,2.0,405.0,1.0,299.0,1672,6737,3520,1822,6306,2273,4033,1678,251,708,6844,Textiles,1,,,,,1,47.354,165.218,37.81
"191",San Juan Chicomezúchil,296,"20.4",5,Sierra Norte,Ixtlán de juárez,94,124,123,123,53.44,98.89,100.0,San Juan Chicomezúchil,Xía (Planta de Xía),Río Grande,Comercio al por menor,11,29,0,Ganado en pie de Porcino,"47.04",Carne de Porcino,"35.15",Ganado en pie de Bovino,"20.28",Alfalfa verde,"240.0",Maíz grano,"219.5",Aguacate,"09.74",92,0,0.00,85,92.39,5,5.43,0.0,0.0,68,73.91,0.0,0.0,0.0,0.0,30,214,30,46,217,35,182,50,16,13,266,,,,,,,,0.536,2.139,31.76
"192",San Juan Chilateca,1522,"5.2",1,Valles Centrales,Ocotlán,551,709,694,551,57.28,97.91,79.4,San Juan Chilateca,Rancho del Progreso (Las Cabrillas),,Industria manufacturera,77,146,1,Leche de Bovino,"85.08",Ganado en pie de Bovino,"12.76",Carne de Bovino,"06.62",Alfalfa verde,"336.2",Maíz grano,"187.4",Tomate rojo (jitomate),"56.56",451,14,3.10,308,68.29,20,4.43,0.0,0.0,224,49.67,1.0,87.0,0.0,0.0,610,783,98,174,529,57,473,548,79,366,890,Textiles,20,,,,,20,7.524,24.721,36.20
"186",San Juan Cieneguilla,524,"90",2,Mixteca,Silacayoápam,156,210,207,175,55.22,98.66,84.41,San Juan Cieneguilla,El Tapa Queso,,Comercio al por menor,13,37,1,Ganado en pie de Bovino,"61.84",Carne de Bovino,"31.87",Ganado en pie de Porcino,"31.54",Maíz grano,"100.4",Tomate rojo (jitomate),"08.44",,,171,1,0.58,164,95.91,13,7.60,1.0,0.58,152,88.89,0.0,0.0,0.0,0.0,48,399,52,153,417,78,339,82,10,15,473,,,,,,,,1.156,3.105,29.77
"187",San Juan Coatzóspam,1808,"66.1",9,Cañada,Teotitlán,624,817,805,698,59.67,98.54,86.7,San Juan Coatzóspam,San Isidro,Agua Español,Comercio al por menor,24,52,3,Ganado en pie de Ave,"67.76",Carne de Ave,"50.86",Leche de Bovino,"40.56",Caña de azúcar piloncillo,"715.8",Café cereza,"672.3",Maíz grano,"470.4",521,49,9.40,504,96.74,273,52.40,19.0,3.65,450,86.37,1.0,43.0,0.0,0.0,345,1515,658,826,1692,875,817,114,1,2,1451,,,,,,,,2.001,6.732,34.51
"188",San Juan Colorado,9609,"124",10,Costa,Jamiltepec,3298,3861,3805,3347,59.79,98.55,87.97,San Juan Colorado,Nuevo Progreso,Santa María Nutío,Comercio al por menor,121,280,7,Ganado en pie de Bovino,"576.3",Leche de Bovino,"431.8",Carne de Bovino,"306.6",Pastos y praderas,"7,685",Maíz grano,"2,540",Café cereza,"126.0",2578,246,9.54,2464,95.58,167,6.48,153.0,5.93,2420,93.87,2.0,325.0,0.0,0.0,1729,8087,5974,3127,8222,4167,4056,1242,51,98,7714,Textiles,558,No Clasificado,25,Madera Tallada,17,600,12.95,40.2,34.32
