"mun_id","mun_nom","pob_tot","sup_km2","mun_loc_tot","reg","dist","pob_18_44","pea_tot","pea_ocup","pea_ocup_inf","pct_pea","pct_ocup_pea","pct_ocup_inf","loc_princ_1","loc_princ_2","loc_princ_3","sec_princ","ue_sec_tot","ue_mun_tot","pymes_tot","prod_princ_1","vol_gan_1","prod_princ_2","vol_gan_2","prod_princ_3","vol_gan_3","cult_princ_1","vol_agri_1","cult_princ_2","vol_agri_2","cult_princ_3","vol_agri_3","viv_tot","viv_sin_agua","pct_viv_sin_agua","viv_sin_pc","pct_viv_sin_pc","viv_sin_dren","pct_viv_sin_dren","viv_sin_luz","pct_viv_sin_luz","viv_sin_int","pct_viv_sin_int","esc_ms_23_24","alum_ms_23_24","esc_sup_23_24","alum_sup_23_24","caren_salud","caren_seg_soc","acceso_alim","rez_educ","pobreza_multi","pobreza_ext","pobreza_mod","vul_caren_soc","vul_ing","no_pob_no_vul","afiliacion_salud","rama_princ_1","artesanos_tot_1","rama_princ_2","artesanos_tot_2","rama_princ_3","artesanos_tot_3","artesanos_tot_mun","vacb","total_ingresos","pct_de_18"
"103",San Antonino Castillo Velasco,6064,"11.3",5,Valles Centrales,Ocotlán,2335,2759,2706,2111,60.94,98.07,78.01,San Antonino Castillo Velasco,Lachicuvica,Esquina de la Piedra,Comercio al por menor,179,480,16,Leche de Bovino,"56.80",Ganado en pie de Bovino,"15.86",Ganado en pie de Porcino,"08.52",Rosa (gruesa),"4,600",Tomate rojo (jitomate),"2,449",Alfalfa verde,"1,013",1564,829,53.01,1293,82.67,173,11.06,3.0,0.19,1033,66.05,1.0,853.0,0.0,0.0,3212,5121,1756,2153,4354,1459,2895,1580,32,101,2714,Textiles,83,Alfareria y Ceramica,8,Fibras Vegetales,7,100,96.277,379.27,38.51
"104",San Antonino el Alto,2705,"105.3",14,Valles Centrales,Zimatlán,1072,1177,1162,1061,61.92,98.75,91.29,San Antonino el Alto,San Andrés el Alto,San Fernando de Matamoros,Comercio al por menor,50,111,5,Leche de Bovino,"55.36",Ganado en pie de Bovino,"19.98",Ganado en pie de Caprino,"17.17",Maíz grano,"381.6",Aguacate,"134.5",Tomate rojo (jitomate),"106.3",707,5,0.71,633,89.53,607,85.86,26.0,3.68,548,77.51,1.0,119.0,0.0,0.0,367,1900,374,723,2423,831,1593,231,40,11,2339,Fibras Vegetales,17,Talabartería y Peletería,1,,,18,6.034,18.151,39.63
"105",San Antonino Monte Verde,7678,"109.7",13,Mixteca,Teposcolula,2944,3126,3101,3101,60.29,99.19,100.0,San Miguel Monteverde,San Antonino Monte Verde,Guadalupe Monteverde,Industria manufacturera,85,139,4,Ganado en pie de Bovino,"105.0",Carne de Bovino,"54.92",Ganado en pie de Porcino,"35.21",Maíz grano,"519.0",Trigo grano,"124.7",Frijol,"105.9",1914,16,0.84,1758,91.85,657,34.33,25.0,1.31,1478,77.22,2.0,133.0,0.0,0.0,1361,6765,3231,1649,7165,2773,4392,441,48,28,6102,,,,,,,,3.122,8.435,38.34
"106",San Antonio Acutla,249,"16.5",6,Mixteca,Teposcolula,75,116,112,61,58.74,97.21,54.06,Laguna Seca,San Antonio Acutla,San José (Sección Segunda),"Actividades legislativas, gubernamentales, de impartición de justicia y de organismos internacionales y extraterritoriales",5,17,0,Ganado en pie de Caprino,"10.64",Ganado en pie de Bovino,"09.86",Ganado en pie de Ovino,"06.20",Trigo grano,"23.87",Maíz grano,"18.77",Frijol,"08.64",83,0,0.00,71,85.54,3,3.61,0.0,0.0,71,85.54,0.0,0.0,0.0,0.0,27,137,29,67,138,7,131,61,25,24,218,,,,,,,,0.194,1.219,30.12
"107",San Antonio de la Cal,26282,"11",10,Valles Centrales,Centro,11575,12449,11995,8415,65.19,96.35,70.16,San Antonio de la Cal,Tercera Sección la Nopalera,El Portillo,Industria manufacturera,888,2197,46,Leche de Bovino,"65.92",Ganado en pie de Bovino,"18.50",Carne de Bovino,"09.44",Alfalfa verde,"257.7",Avena forrajera en verde,"195.3",Sorgo forrajero en verde,"142.9",6203,421,6.79,3830,61.74,76,1.23,25.0,0.4,2914,46.98,5.0,1855.0,0.0,0.0,14223,17521,5351,4198,12595,3347,9247,7946,921,3780,15902,Metalisteria,2,Textiles,2,,,4,335.72,1084.529,44.04
"108",San Antonio Huitepec,2936,"191.4",21,Valles Centrales,Zaachila,860,1047,1047,1047,50.72,100.0,100.0,San Antonio Huitepec,Infiernillo,Miguel Hidalgo,Comercio al por menor,73,139,8,Leche de Bovino,"272.4",Ganado en pie de Bovino,"143.4",Carne de Bovino,"74.02",Maíz grano,"1,770",Aguacate,"317.6",Tomate rojo (jitomate),"61.34",805,105,13.04,761,94.53,233,28.94,32.0,3.98,717,89.07,3.0,218.0,1.0,24.0,627,1687,800,711,2586,909,1677,214,106,31,2321,,,,,,,,3.448,17.95,29.29
"109",San Antonio Nanahuatípam,1232,"77.2",2,Cañada,Teotitlán,465,558,548,398,60.73,98.1,72.6,San Antonio Nanahuatípam,San Gabriel Casa Blanca,,Comercio al por menor,23,49,1,Leche de Bovino,"319.3",Ganado en pie de Ave,"61.56",Carne de Ave,"46.51",Caña de azúcar,"25,43",Melón,"299.7",Maíz grano,"170.1",339,11,3.24,289,85.25,10,2.95,10.0,2.95,269,79.35,0.0,0.0,0.0,0.0,73,904,264,201,711,164,547,381,32,108,1149,,,,,,,,2.1,5.403,37.74
"110",San Antonio Sinicahua,1668,"29.2",10,Mixteca,Tlaxiaco,537,575,572,572,55.16,99.54,100.0,Santa Cruz,Buenavista,San José,Comercio al por menor,8,27,2,Ganado en pie de Bovino,"37.67",Carne de Bovino,"19.92",Leche de Bovino,"18.95",Maíz grano,"294.7",Tomate rojo (jitomate),"14.30",Trigo grano,"12.56",437,185,42.33,423,96.80,402,91.99,23.0,5.26,422,96.57,1.0,74.0,0.0,0.0,754,1372,542,518,1607,890,717,61,1,0,928,,,,,,,,0.287,3.364,32.19
"111",San Antonio Tepetlapa,4873,"69.4",2,Costa,Jamiltepec,1831,2030,1996,1745,61.73,98.32,87.4,San Antonio Tepetlapa,San Pedro Tulixtlahuaca,Primera Sección (Barrio el Cafetal),Comercio al por menor,65,172,6,Ganado en pie de Bovino,"364.3",Carne de Bovino,"191.7",Leche de Bovino,"156.2",Pastos y praderas,"7,645",Maíz grano,"1,353",Frijol,"53.55",1115,230,20.63,1072,96.14,222,19.91,30.0,2.69,1090,97.76,1.0,90.0,0.0,0.0,771,4071,1748,1451,4561,2485,2076,276,31,7,4098,,,,,,,,5.812,20.22,37.57
"112",San Baltazar Chichicápam,2576,"92.2",3,Valles Centrales,Ocotlán,868,1208,1187,1045,56.89,98.26,88.02,San Baltazar Chichicápam,Dichigadama (Paraje la Playa y el Bordo),Llanito Verde,Industria manufacturera,182,353,10,Leche de Bovino,"149.5",Ganado en pie de Bovino,"46.56",Ganado en pie de Caprino,"26.72",Tomate rojo (jitomate),"3,513",Alfalfa verde,"1,749",Maíz grano,"1,374",871,17,1.95,796,91.39,37,4.25,16.0,1.84,698,80.14,1.0,131.0,0.0,0.0,1098,1762,567,773,2209,859,1350,205,93,70,1451,,,,,,,,11.329,36.92,33.70
"113",San Baltazar Loxicha,3169,"120.9",6,Costa,Pochutla,1235,1324,1311,1311,60.07,99.03,100.0,San Baltazar Loxicha,Santa Martha Loxicha,Río Jordán,Comercio al por menor,108,247,5,Ganado en pie de Ave,"20.75",Carne de Ave,"15.88",Ganado en pie de Porcino,"09.25",Maíz grano,"323.7",Café cereza,"186.3",Frijol,"139.2",867,3,0.35,771,88.93,399,46.02,9.0,1.04,693,79.93,1.0,96.0,0.0,0.0,492,2800,674,1145,2741,789,1952,398,5,25,2664,,,,,,,,19.645,52.532,38.97
"114",San Baltazar Yatzachi el Bajo,674,"30.3",5,Sierra Norte,Villa alta,204,295,289,239,54.97,98.21,82.71,Santa María Yohueche,San Baltazar Yatzachi el Bajo,Yatzachi el Alto,Industria manufacturera,5,24,0,Ganado en pie de Porcino,"32.55",Ganado en pie de Caprino,"26.93",Carne de Porcino,"24.76",Agave,"206.8",Maíz grano,"90.44",Tomate rojo (jitomate),"29.88",243,1,0.41,218,89.71,25,10.29,1.0,0.41,212,87.24,0.0,0.0,0.0,0.0,134,401,50,247,492,105,388,110,46,25,542,,,,,,,,0.761,2.719,30.27
"115",San Bartolo Coyotepec,10391,"31.4",18,Valles Centrales,Centro,4217,4909,4788,2996,62.82,97.52,62.58,San Bartolo Coyotepec,Reyes Mantecón,Cuarta Sección,Comercio al por menor,319,847,34,Leche de Bovino,"102.6",Ganado en pie de Bovino,"45.00",Ganado en pie de Caprino,"24.54",Alfalfa verde,"1,115",Tomate rojo (jitomate),"667.5",Maíz grano,"655.9",2837,225,7.93,1593,56.15,77,2.71,26.0,0.92,1321,46.56,1.0,811.0,2.0,50.0,4162,6288,1686,1243,3678,769,2909,3696,398,2097,7544,Alfareria y Ceramica,178,Textiles,1,,,179,111.364,377.722,40.58
"121",San Bartolo Soyaltepec,596,"74.9",13,Mixteca,Teposcolula,180,269,265,249,55.86,98.54,93.7,San Pedro Añañé (Añañe),Guadalupe Gavillera,Río Verde,Industria manufacturera,7,26,1,Ganado en pie de Bovino,"36.43",Ganado en pie de Caprino,"20.24",Carne de Bovino,"18.94",Trigo grano,"118.4",Maíz grano,"70.85",Frijol,"12.48",206,3,1.46,191,92.72,18,8.74,4.0,1.94,201,97.57,0.0,0.0,0.0,0.0,146,377,242,159,349,52,297,203,21,23,446,Fibras Vegetales,3,,,,,3,0.463,1.433,30.20
"122",San Bartolo Yautepec,653,"93.4",4,Sierra Sur,Yautepec,197,274,270,238,57.34,98.69,87.97,San Bartolo Yautepec,Joaquín López Mariano [Rancho],Colonia Extranjera,Industria manufacturera,25,57,6,Ganado en pie de Bovino,"17.00",Leche de Bovino,"16.74",Ganado en pie de Porcino,"15.35",Agave,"3,310",Maíz grano,"202.1",,,203,2,0.99,183,90.15,14,6.90,3.0,1.48,187,92.12,1.0,33.0,0.0,0.0,126,509,101,107,560,86,474,59,27,8,527,Textiles,21,,,,,21,2.359,7.368,30.17
"116",San Bartolomé Ayautla,4131,"57.4",10,Cañada,Teotitlán,1366,1584,1574,1574,57.03,99.41,100.0,San Bartolomé Ayautla,La Soledad Piedra Ancha,San Martín Piedra Ancha,Comercio al por menor,96,152,5,Ganado en pie de Bovino,"191.7",Leche de Bovino,"134.6",Carne de Bovino,"103.2",Caña de azúcar piloncillo,"2,475",Maíz grano,"1,138",Café cereza,"497.6",1129,84,7.44,1086,96.19,461,40.83,29.0,2.57,1026,90.88,1.0,128.0,0.0,0.0,865,3626,2295,1812,4017,2835,1182,108,3,5,3243,Textiles,163,,,,,163,6.619,21.095,33.07
"117",San Bartolomé Loxicha,2213,"156.2",10,Costa,Pochutla,773,922,911,849,59.47,98.73,93.21,San Bartolomé Loxicha,Paso Ancho,Piedra Ancha,Comercio al por menor,49,98,3,Ganado en pie de Ave,"18.79",Carne de Ave,"14.36",Huevo plato de Ave,"07.78",Café cereza,"261.2",Maíz grano,"236.9",Frijol,"101.4",621,42,6.76,575,92.59,260,41.87,42.0,6.76,606,97.58,2.0,77.0,0.0,0.0,93,1606,645,783,1786,607,1180,327,77,24,2120,,,,,,,,3.745,14.666,34.93
"118",San Bartolomé Quialana,2389,"23.9",9,Valles Centrales,Tlacolula,779,945,937,937,52.01,99.19,100.0,San Bartolomé Quialana,Río Jordán,Lom Ya bsë,Comercio al por menor,70,135,3,Leche de Bovino,"224.9",Ganado en pie de Bovino,"54.15",Ganado en pie de Caprino,"32.14",Alfalfa verde,"1,057",Maíz grano,"334.6",Durazno,"21.15",670,7,1.04,579,86.42,84,12.54,12.0,1.79,536,80.00,0.0,0.0,0.0,0.0,1276,1702,142,1222,1785,577,1208,515,55,35,1111,Textiles,25,,,,,25,7.554,19.035,32.61
"119",San Bartolomé Yucuañe,735,"85.9",3,Mixteca,Tlaxiaco,283,356,350,309,58.41,98.3,88.23,San Bartolomé Yucuañe,Jacuchi,El Jazmín,Industria manufacturera,25,47,2,Ganado en pie de Bovino,"20.96",Carne de Bovino,"10.79",Leche de Bovino,"07.04",Maíz grano,"118.3",Frijol,"08.85",Aguacate,"08.04",218,2,0.92,196,89.91,68,31.19,3.0,1.38,151,69.27,0.0,0.0,0.0,0.0,145,517,237,188,623,287,336,72,20,21,593,,,,,,,,0.658,2.595,38.50
"120",San Bartolomé Zoogocho,449,"8.7",1,Sierra Norte,Villa alta,122,155,155,138,54.76,99.7,89.26,San Bartolomé Zoogocho,,,Comercio al por menor,17,58,1,Ganado en pie de Porcino,"25.10",Carne de Porcino,"18.95",Ganado en pie de Caprino,"07.83",Maíz grano,"06.96",Frijol,"00.63",,,114,3,2.63,111,97.37,5,4.39,1.0,0.88,67,58.77,1.0,82.0,0.0,0.0,158,304,112,129,383,136,246,44,11,11,317,,,,,,,,2.765,6.47,27.17
"123",San Bernardo Mixtepec,2829,"108.7",8,Valles Centrales,Zimatlán,979,1127,1115,1068,57.95,98.95,95.76,San Bernardo Mixtepec,Asunción Mixtepec,San Jerónimo Tititlán,Comercio al por menor,83,148,3,Leche de Bovino,"102.2",Ganado en pie de Bovino,"85.05",Carne de Bovino,"44.29",Maíz grano,"1,113",Tomate rojo (jitomate),"372.8",Aguacate,"280.7",759,67,8.83,699,92.09,260,34.26,17.0,2.24,644,84.85,1.0,72.0,0.0,0.0,567,2424,642,809,2314,731,1584,459,17,40,2259,,,,,,,,8.876,26.55,34.61
"124",San Blas Atempa,19696,"208.3",26,Istmo,Tehuantepec,7966,8936,8773,7066,62.57,98.18,80.54,San Blas Atempa,Santa Rosa,Rancho el Llano,Industria manufacturera,1646,2586,13,Leche de Bovino,"495.7",Ganado en pie de Bovino,"431.1",Carne de Bovino,"237.7",Nardo,"11,67",Maíz grano,"7,091",Coco fruta,"2,962",5084,810,15.93,4574,89.97,264,5.19,202.0,3.97,4111,80.86,1.0,787.0,0.0,0.0,5381,13468,7386,6571,10960,3755,7204,4519,275,635,15507,Textiles,256,Joyería,4,Orfebreria,2,262,173.241,446.098,40.44
"125",San Carlos Yautepec,11662, 2 304.6,37,Sierra Sur,Yautepec,4210,4816,4763,4273,60.04,98.9,89.72,Santiago Quiavicuzas,Guadalupe Victoria,San Carlos Yautepec,Comercio al por menor,39,90,4,Ganado en pie de Porcino,"252.6",Carne de Porcino,"186.8",Huevo plato de Ave,"71.58",Agave,"21,73",Maíz grano,"2,811",Café cereza,"318.8",2936,373,12.70,2830,96.39,642,21.87,202.0,6.88,2732,93.05,6.0,279.0,0.0,0.0,2554,9252,3211,3430,9956,3896,6061,783,35,50,9485,,,,,,,,2.876,11.947,36.10
"126",San Cristóbal Amatlán,5396,"136.8",8,Sierra Sur,Miahuatlán,2040,2194,2177,2110,60.05,99.21,96.93,San Cristóbal Amatlán,San Agustín Mixtepec,Los Sabinos [Rancho],Industria manufacturera,978,1144,7,Leche de Bovino,"130.3",Ganado en pie de Bovino,"39.39",Ganado en pie de Porcino,"25.84",Agave,"1,584",Maíz grano,"1,495",Frijol,"41.58",1382,73,5.28,1323,95.73,1126,81.48,49.0,3.55,1344,97.25,1.0,167.0,0.0,0.0,574,2891,1993,1952,5029,1761,3269,328,28,14,4820,Fibras Vegetales,3,,,,,3,42.071,66.5,37.81
"127",San Cristóbal Amoltepec,1252,"31.8",5,Mixteca,Tlaxiaco,450,498,494,494,57.15,99.23,100.0,San Cristóbal Amoltepec,Cabeza del Río,Tierra Blanca,Industria manufacturera,41,62,2,Ganado en pie de Bovino,"43.01",Leche de Bovino,"26.55",Carne de Bovino,"22.14",Maíz grano,"254.5",Tomate rojo (jitomate),"133.7",Aguacate,"24.51",394,24,6.09,384,97.46,369,93.65,34.0,8.63,365,92.64,0.0,0.0,0.0,0.0,283,1000,229,339,1199,495,704,52,2,0,968,,,,,,,,0.871,2.017,35.94
"128",San Cristóbal Lachirioag,1342,"16.8",1,Sierra Norte,Villa alta,389,559,552,526,54.51,98.72,95.31,San Cristóbal Lachirioag,Río Tabinela,,Comercio al por menor,62,129,5,Ganado en pie de Porcino,"43.61",Carne de Porcino,"32.98",Huevo plato de Ave,"02.63",Agave,"281.9",Maíz grano,"234.3",Café cereza,"154.8",479,0,0.00,385,80.38,3,0.63,1.0,0.21,319,66.60,1.0,86.0,1.0,86.0,506,988,86,488,935,119,816,316,38,54,848,,,,,,,,9.275,28.287,28.99
"129",San Cristóbal Suchixtlahuaca,356,"53.1",5,Mixteca,Coixtlahuaca,112,145,142,130,56.08,98.43,91.09,San Cristóbal Suchixtlahuaca,Barrio Zatuje,La Caseta [Barrio],Industria manufacturera,18,50,2,Ganado en pie de Bovino,"24.37",Ganado en pie de Caprino,"22.99",Ganado en pie de Porcino,"16.20",Trigo grano,"153.8",Maíz grano,"33.63",Tomate rojo (jitomate),"17.00",113,0,0.00,91,80.53,2,1.77,0.0,0.0,105,92.92,0.0,0.0,0.0,0.0,17,267,39,41,228,23,205,82,18,28,329,,,,,,,,4.216,59.613,31.46
"130",San Dionisio del Mar,5180,"354.9",6,Istmo,Juchitán,1809,2135,2113,1998,57.96,98.97,94.57,San Dionisio del Mar,Huamúchil,San Dionisio Pueblo Viejo,Industria manufacturera,96,264,20,Ganado en pie de Porcino,"380.0",Carne de Porcino,"293.0",Ganado en pie de Bovino,"140.8",Maíz grano,"706.7",Pastos y praderas,"629.5",Sorgo grano,"375.2",1607,395,24.58,1529,95.15,186,11.57,79.0,4.92,1543,96.02,1.0,119.0,0.0,0.0,1551,4354,1966,1734,4309,1582,2727,812,39,22,3507,Fibras Vegetales,88,Textiles,1,,,89,37.421,86.706,34.92
"131",San Dionisio Ocotepec,11411,"310.4",25,Valles Centrales,Tlacolula,4706,5072,5002,4654,59.96,98.62,93.04,San Dionisio Ocotepec,San Baltazar Guelavila,Santo Tomás de Arriba,Industria manufacturera,452,1028,28,Leche de Bovino,"405.2",Ganado en pie de Porcino,"129.6",Ganado en pie de Bovino,"114.4",Maíz grano,"3,794",Tomate rojo (jitomate),"3,228",Agave,"1,269",2786,126,4.52,2585,92.79,190,6.82,76.0,2.73,2440,87.58,1.0,73.0,0.0,0.0,6124,11259,1657,5102,11705,5715,5990,624,142,46,7290,Textiles,18,,,,,18,77.551,307.252,41.24
"132",San Dionisio Ocotlán,1380,"10.1",5,Valles Centrales,Ocotlán,553,640,626,460,61.41,97.83,73.4,San Dionisio Ocotlán,Guelavichigana la Labor,El Llano,Comercio al por menor,23,63,3,Leche de Bovino,"64.20",Ganado en pie de Bovino,"17.06",Ganado en pie de Ave,"14.80",Tomate rojo (jitomate),"726.8",Alfalfa verde,"345.6",Maíz grano,"297.3",372,84,22.58,297,79.84,84,22.58,8.0,2.15,311,83.60,0.0,0.0,0.0,0.0,391,703,149,294,703,185,518,375,106,197,949,Textiles,1,,,,,1,5.602,29.368,40.07
"133",San Esteban Atatlahuca,3934,"109.2",36,Mixteca,Tlaxiaco,1331,1605,1592,1573,57.98,99.17,98.84,San Esteban Atatlahuca,Independencia,Morelos,Comercio al por menor,19,65,4,Leche de Bovino,"40.68",Ganado en pie de Bovino,"29.82",Ganado en pie de Ave,"17.45",Maíz grano,"928.2",Tomate rojo (jitomate),"218.3",Durazno,"32.63",1201,148,12.32,1144,95.25,942,78.43,103.0,8.58,1144,95.25,1.0,99.0,0.0,0.0,344,2957,1034,1096,3663,1563,2100,192,62,20,3595,,,,,,,,1.871,6.196,33.83
"134",San Felipe Jalapa de Díaz,28500,"134.5",45,Papaloapan,Tuxtepec,10569,11383,11176,10504,60.72,98.18,93.99,San Felipe Jalapa de Díaz,Santo Tomás,La Chuparrosa,Comercio al por menor,233,579,18,Ganado en pie de Bovino,"1,175",Carne de Bovino,"636.3",Leche de Bovino,"283.4",Pastos y praderas,"171,2",Maíz grano,"7,175",Café cereza,"817.8",6907,1643,23.79,6562,95.01,3375,48.86,105.0,1.52,6409,92.79,3.0,602.0,0.0,0.0,12978,30992,22672,14497,32817,24178,8639,788,112,173,22244,Textiles,125,No Clasificado,1,,,126,80.979,285.66,37.08
"135",San Felipe Tejalápam,8231,"99.4",38,Valles Centrales,Etla,3347,3641,3583,2992,61.58,98.39,83.5,San Felipe Tejalápam,Jalapa del Valle,La Mendoza,Comercio al por menor,78,204,7,Leche de Bovino,"402.4",Ganado en pie de Bovino,"114.8",Carne de Bovino,"59.53",Alfalfa verde,"1,292",Maíz grano,"751.5",Tomate rojo (jitomate),"128.3",2041,230,11.27,1805,88.44,902,44.19,23.0,1.13,1504,73.69,1.0,156.0,0.0,0.0,4091,6934,1639,1916,6316,2451,3865,1609,93,217,4226,Madera Tallada,3,,,,,3,10.413,37.771,40.66
"136",San Felipe Usila,12191,"447.5",29,Papaloapan,Tuxtepec,4054,4734,4686,4511,57.11,98.98,96.27,San Felipe Usila,Paso Escaleras,Santiago Tlatepusco,Comercio al por menor,203,490,8,Ganado en pie de Bovino,"453.1",Carne de Bovino,"241.3",Ganado en pie de Porcino,"201.2",Pastos y praderas,"42,58",Maíz grano,"6,370",Café cereza,"1,492",2908,131,4.50,2723,93.64,2501,86.00,48.0,1.65,2775,95.43,1.0,360.0,0.0,0.0,5442,13079,6082,3484,13935,6993,6942,1223,21,14,9265,Textiles,61,,,,,61,28.302,87.299,33.25
"137",San Francisco Cahuacuá,3450,"280.3",27,Sierra Sur,Sola de vega,1174,1419,1405,1336,59.19,99.0,95.06,San Sebastián Yutanino,San Francisco Cahuacuá,San Isidro el Potrero,Comercio al por menor,19,46,2,Leche de Bovino,"416.9",Ganado en pie de Bovino,"164.7",Carne de Bovino,"87.29",Maíz grano,"1,724",Alfalfa verde,"652.4",Sorgo forrajero en verde,"617.9",901,30,3.33,863,95.78,522,57.94,67.0,7.44,854,94.78,2.0,115.0,0.0,0.0,479,2474,1466,924,3229,1665,1564,180,17,27,2970,,,,,,,,2.694,6.474,34.03
"138",San Francisco Cajonos,451,"44.7",2,Sierra Norte,Villa alta,127,208,208,208,56.47,100.0,99.95,San Francisco Cajonos,San Miguel Cajonos,,Industria manufacturera,11,41,3,Ganado en pie de Bovino,"25.40",Carne de Bovino,"12.81",Ganado en pie de Porcino,"11.43",Agave,"141.1",Maíz grano,"106.7",Frijol,"20.19",163,0,0.00,137,84.05,6,3.68,0.0,0.0,136,83.44,0.0,0.0,0.0,0.0,83,309,77,166,344,75,270,72,23,12,367,,,,,,,,3.829,8.093,28.16
"139",San Francisco Chapulapa,2195,"62.5",14,Cañada,Cuicatlán,749,838,833,833,57.82,99.42,100.0,San Alejo el Progreso,Guadalupe Siete Cerros,San Francisco Chapulapa,Comercio al por menor,5,18,2,Ganado en pie de Ave,"57.39",Leche de Bovino,"52.72",Carne de Ave,"42.98",Maíz grano,"712.6",Café cereza,"246.4",Caña de azúcar piloncillo,"246.0",573,22,3.84,543,94.76,184,32.11,13.0,2.27,472,82.37,1.0,51.0,0.0,0.0,234,1969,1114,889,2112,1071,1041,57,10,16,1954,,,,,,,,1.068,1.907,34.12
"140",San Francisco Chindúa,812,"22.6",3,Mixteca,Nochixtlán,306,378,371,322,62.62,98.17,86.77,San Francisco Chindúa,Pueblo Nuevo,Barrio de Dolores,Comercio al por menor,14,37,1,Ganado en pie de Bovino,"09.91",Leche de Bovino,"09.55",Ganado en pie de Porcino,"06.27",Maíz grano,"548.2",Frijol,"172.5",Trigo grano,"104.5",243,1,0.41,225,92.59,158,65.02,2.0,0.82,228,93.83,0.0,0.0,0.0,0.0,176,675,211,169,685,233,452,101,9,18,633,Textiles,1,,,,,1,0.734,2.275,37.68
"141",San Francisco del Mar,8710,"678.1",35,Istmo,Juchitán,3193,3588,3532,2890,60.77,98.45,81.8,San Francisco del Mar,San Francisco del Mar Pueblo Viejo,Santa Rita,Comercio al por menor,209,505,11,Ganado en pie de Bovino,"499.3",Leche de Bovino,"474.8",Ganado en pie de Porcino,"347.4",Pastos y praderas,"6,336",Sorgo grano,"3,250",Mango,"1,801",2447,372,15.20,2307,94.28,183,7.48,305.0,12.46,2206,90.15,2.0,322.0,0.0,0.0,2112,7406,5062,2789,6173,1715,4459,2276,42,222,6350,,,,,,,,101.666,259.765,36.66
"142",San Francisco Huehuetlán,842,"14.3",4,Cañada,Teotitlán,225,353,349,349,53.2,99.0,100.0,San Francisco Huehuetlán,Papalocuatla,Tranca Flor Caballero,Comercio al por menor,27,39,1,Leche de Bovino,"306.4",Ganado en pie de Ave,"119.5",Carne de Ave,"89.87",Maíz grano,"513.6",Durazno,"91.56",Aguacate,"51.86",284,21,7.39,277,97.54,41,14.44,2.0,0.7,272,95.77,0.0,0.0,0.0,0.0,94,614,157,451,811,367,443,14,11,6,745,,,,,,,,4.466,5.688,26.72
"143",San Francisco Ixhuatán,9461,"212.6",20,Istmo,Juchitán,3270,4114,4039,3162,58.42,98.19,78.28,San Francisco Ixhuatán,"20 de Noviembre",Cerro Chico (Cerritos),Comercio al por menor,238,612,20,Ganado en pie de Bovino,"496.7",Leche de Bovino,"475.0",Ganado en pie de Porcino,"269.9",Pastos y praderas,"74,44",Mango,"9,897",Melón,"3,058",3002,149,4.96,2696,89.81,145,4.83,46.0,1.53,2380,79.28,2.0,382.0,1.0,149.0,1352,7042,4311,2726,6224,1592,4631,2174,341,727,7960,,,,,,,,113.494,330.563,34.56
"144",San Francisco Jaltepetongo,1075,"47.4",9,Mixteca,Nochixtlán,288,428,423,371,53.76,98.74,87.89,San Francisco Jaltepetongo,El Llano,San Isidro Jaltepetongo,Industria manufacturera,21,47,2,Leche de Bovino,"42.21",Ganado en pie de Bovino,"34.52",Carne de Bovino,"17.86",Maíz grano,"360.9",Alfalfa verde,"130.2",Trigo grano,"130.1",351,33,9.40,343,97.72,127,36.18,15.0,4.27,326,92.88,1.0,36.0,0.0,0.0,210,766,350,312,953,277,676,91,24,8,873,,,,,,,,1.341,4.957,26.79
"145",San Francisco Lachigoló,5215,"11.5",5,Valles Centrales,Tlacolula,2244,2512,2449,1697,64.94,97.52,69.3,San Francisco Lachigoló,Lomas de San Francisco,El Pocito [Paraje],Comercio al por menor,119,341,14,Leche de Bovino,"88.68",Ganado en pie de Porcino,"30.28",Ganado en pie de Bovino,"24.32",Alfalfa verde,"1,123",Maíz grano,"269.4",Ajo,"74.29",1483,234,15.78,855,57.65,118,7.96,35.0,2.36,722,48.69,0.0,0.0,0.0,0.0,1908,3196,730,757,2566,496,2070,1317,232,1102,3212,Textiles,2,Fibras Vegetales,1,,,3,78.263,346.637,43.03
"146",San Francisco Logueche,2803,"40.8",6,Sierra Sur,Miahuatlán,1073,1172,1159,1106,61.66,98.85,95.41,San Francisco Logueche,El Costoche,Bramadero,Industria manufacturera,121,170,1,Leche de Bovino,"36.57",Ganado en pie de Bovino,"17.15",Ganado en pie de Porcino,"13.13",Agave,"2,140",Maíz grano,"302.1",Frijol,"05.20",667,59,8.85,617,92.50,661,99.10,5.0,0.75,561,84.11,0.0,0.0,0.0,0.0,204,2483,472,758,2631,1162,1469,173,0,0,2599,Fibras Vegetales,70,,,,,70,5.126,11.446,38.28
"147",San Francisco Nuxaño,376,"22.6",4,Mixteca,Nochixtlán,120,165,163,157,58.09,98.51,96.75,San Francisco Nuxaño,El Carrizal,Ladera del Manantial,Comercio al por menor,14,30,3,Leche de Bovino,"20.44",Ganado en pie de Bovino,"13.41",Carne de Bovino,"06.92",Maíz grano,"386.7",Trigo grano,"32.55",Frijol,"15.41",121,2,1.65,113,93.39,40,33.06,2.0,1.65,97,80.17,0.0,0.0,0.0,0.0,35,290,52,102,319,51,268,45,7,5,340,,,,,,,,2.69,12.553,31.91
